Protein systematic name	Common name	Description	Time points	Ave unique peptide	Ave MS/MS count
YGR157W	CHO2	SGDID:S000003389, Chr VII from 802440-805049, Genome Release 64-2-1, Verified ORF, "Phosphatidylethanolamine methyltransferase (PEMT); catalyzes the first step in the conversion of phosphatidylethanolamine to phosphatidylcholine during the methylation pathway of phosphatidylcholine biosynthesis"	2	0.6	0.6
YMR300C	ADE4	SGDID:S000004915, Chr XIII from 867091-865559, Genome Release 64-2-1, reverse complement, Verified ORF, "Phosphoribosylpyrophosphate amidotransferase (PRPPAT); catalyzes first step of the 'de novo' purine nucleotide biosynthetic pathway; also known as amidophosphoribosyltransferase"	1	0.2	0.2
YMR300C	ADE4	SGDID:S000004915, Chr XIII from 867091-865559, Genome Release 64-2-1, reverse complement, Verified ORF, "Phosphoribosylpyrophosphate amidotransferase (PRPPAT); catalyzes first step of the 'de novo' purine nucleotide biosynthetic pathway; also known as amidophosphoribosyltransferase"	1	0.2	0.2
YMR300C	ADE4	SGDID:S000004915, Chr XIII from 867091-865559, Genome Release 64-2-1, reverse complement, Verified ORF, "Phosphoribosylpyrophosphate amidotransferase (PRPPAT); catalyzes first step of the 'de novo' purine nucleotide biosynthetic pathway; also known as amidophosphoribosyltransferase"	1	0.2	0.2
YML074C	FPR3	SGDID:S000004539, Chr XIII from 121324-120089, Genome Release 64-2-1, reverse complement, Verified ORF, "Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; affects expression of multiple genes via its role in nucleosome assembly; phosphorylated by casein kinase II (Cka1p-Cka2p-Ckb1p-Ckb2p) and dephosphorylated by Ptp1p; PPIase domain acts as a transcriptional repressor when tethered to DNA by lexA, and repressor activity is dependent on PPIase activity; FPR3 has a paralog, FPR4, that arose from the whole genome duplication"	2	0.6	0.6
YML074C	FPR3	SGDID:S000004539, Chr XIII from 121324-120089, Genome Release 64-2-1, reverse complement, Verified ORF, "Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; affects expression of multiple genes via its role in nucleosome assembly; phosphorylated by casein kinase II (Cka1p-Cka2p-Ckb1p-Ckb2p) and dephosphorylated by Ptp1p; PPIase domain acts as a transcriptional repressor when tethered to DNA by lexA, and repressor activity is dependent on PPIase activity; FPR3 has a paralog, FPR4, that arose from the whole genome duplication"	2	0.6	0.6
YML074C	FPR3	SGDID:S000004539, Chr XIII from 121324-120089, Genome Release 64-2-1, reverse complement, Verified ORF, "Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; affects expression of multiple genes via its role in nucleosome assembly; phosphorylated by casein kinase II (Cka1p-Cka2p-Ckb1p-Ckb2p) and dephosphorylated by Ptp1p; PPIase domain acts as a transcriptional repressor when tethered to DNA by lexA, and repressor activity is dependent on PPIase activity; FPR3 has a paralog, FPR4, that arose from the whole genome duplication"	2	0.6	0.6
YER069W	ARG5,6	SGDID:S000000871, Chr V from 295410-298001, Genome Release 64-2-1, Verified ORF, "Acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase; N-acetyl-L-glutamate kinase (NAGK) catalyzes the 2nd and N-acetyl-gamma-glutamyl-phosphate reductase (NAGSA), the 3rd step in arginine biosynthesis; synthesized as a precursor which is processed in the mitochondrion to yield mature NAGK and NAGSA; enzymes form a metabolon complex with Arg2p; NAGK C-terminal domain stabilizes the enzymes, slows catalysis and is involved in feed-back inhibition by arginine"	2	0.6	0.8
YER069W	ARG5,6	SGDID:S000000871, Chr V from 295410-298001, Genome Release 64-2-1, Verified ORF, "Acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase; N-acetyl-L-glutamate kinase (NAGK) catalyzes the 2nd and N-acetyl-gamma-glutamyl-phosphate reductase (NAGSA), the 3rd step in arginine biosynthesis; synthesized as a precursor which is processed in the mitochondrion to yield mature NAGK and NAGSA; enzymes form a metabolon complex with Arg2p; NAGK C-terminal domain stabilizes the enzymes, slows catalysis and is involved in feed-back inhibition by arginine"	2	0.6	0.8
YER069W	ARG5,6	SGDID:S000000871, Chr V from 295410-298001, Genome Release 64-2-1, Verified ORF, "Acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase; N-acetyl-L-glutamate kinase (NAGK) catalyzes the 2nd and N-acetyl-gamma-glutamyl-phosphate reductase (NAGSA), the 3rd step in arginine biosynthesis; synthesized as a precursor which is processed in the mitochondrion to yield mature NAGK and NAGSA; enzymes form a metabolon complex with Arg2p; NAGK C-terminal domain stabilizes the enzymes, slows catalysis and is involved in feed-back inhibition by arginine"	2	0.6	0.8
YDL022W	GPD1	SGDID:S000002180, Chr IV from 411825-413000, Genome Release 64-2-1, Verified ORF, "NAD-dependent glycerol-3-phosphate dehydrogenase; key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; protein abundance increases in response to DNA replication stress; constitutively inactivated via phosphorylation by the protein kinases YPK1 and YPK2, dephosphorylation increases catalytic activity; GPD1 has a paralog, GPD2, that arose from the whole genome duplication"	1	0.2	0.8
YDL022W	GPD1	SGDID:S000002180, Chr IV from 411825-413000, Genome Release 64-2-1, Verified ORF, "NAD-dependent glycerol-3-phosphate dehydrogenase; key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; protein abundance increases in response to DNA replication stress; constitutively inactivated via phosphorylation by the protein kinases YPK1 and YPK2, dephosphorylation increases catalytic activity; GPD1 has a paralog, GPD2, that arose from the whole genome duplication"	1	0.2	0.8
YDL022W	GPD1	SGDID:S000002180, Chr IV from 411825-413000, Genome Release 64-2-1, Verified ORF, "NAD-dependent glycerol-3-phosphate dehydrogenase; key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; protein abundance increases in response to DNA replication stress; constitutively inactivated via phosphorylation by the protein kinases YPK1 and YPK2, dephosphorylation increases catalytic activity; GPD1 has a paralog, GPD2, that arose from the whole genome duplication"	1	0.2	0.8
YLR359W	ADE13	SGDID:S000004351, Chr XII from 844282-845730, Genome Release 64-2-1, Verified ORF, "Adenylosuccinate lyase; catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway; expression is repressed by adenine and activated by Bas1p and Pho2p; mutations in human ortholog ADSL cause adenylosuccinase deficiency"	1	0.6	0.6
YLR359W	ADE13	SGDID:S000004351, Chr XII from 844282-845730, Genome Release 64-2-1, Verified ORF, "Adenylosuccinate lyase; catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway; expression is repressed by adenine and activated by Bas1p and Pho2p; mutations in human ortholog ADSL cause adenylosuccinase deficiency"	1	0.6	0.6
YLR359W	ADE13	SGDID:S000004351, Chr XII from 844282-845730, Genome Release 64-2-1, Verified ORF, "Adenylosuccinate lyase; catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway; expression is repressed by adenine and activated by Bas1p and Pho2p; mutations in human ortholog ADSL cause adenylosuccinase deficiency"	1	0.6	0.6
YDL143W	CCT4	SGDID:S000002302, Chr IV from 199996-201582, Genome Release 64-2-1, Verified ORF, "Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"	2	0.6	0.6
YDL143W	CCT4	SGDID:S000002302, Chr IV from 199996-201582, Genome Release 64-2-1, Verified ORF, "Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"	2	0.6	0.6
YDL143W	CCT4	SGDID:S000002302, Chr IV from 199996-201582, Genome Release 64-2-1, Verified ORF, "Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"	2	0.6	0.6
YPL210C	SRP72	SGDID:S000006131, Chr XVI from 156212-154290, Genome Release 64-2-1, reverse complement, Verified ORF, "Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane"	1	0.2	0.2
YPL210C	SRP72	SGDID:S000006131, Chr XVI from 156212-154290, Genome Release 64-2-1, reverse complement, Verified ORF, "Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane"	1	0.2	0.2
YPL210C	SRP72	SGDID:S000006131, Chr XVI from 156212-154290, Genome Release 64-2-1, reverse complement, Verified ORF, "Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane"	1	0.2	0.2
YLL040C	VPS13	SGDID:S000003963, Chr XII from 63645-54211, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein involved in prospore membrane morphogenesis; heterooligomeric or homooligomeric complex; peripherally associated with membranes; involved in sporulation, vacuolar protein sorting, prospore membrane formation during sporulatoin, and protein-Golgi retention; homologous to human CHAC and COH1 which are involved in chorea acanthocytosis and Cohen syndrome, respectively"	1	0.2	0.2
YLL040C	VPS13	SGDID:S000003963, Chr XII from 63645-54211, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein involved in prospore membrane morphogenesis; heterooligomeric or homooligomeric complex; peripherally associated with membranes; involved in sporulation, vacuolar protein sorting, prospore membrane formation during sporulatoin, and protein-Golgi retention; homologous to human CHAC and COH1 which are involved in chorea acanthocytosis and Cohen syndrome, respectively"	1	0.2	0.2
YLL040C	VPS13	SGDID:S000003963, Chr XII from 63645-54211, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein involved in prospore membrane morphogenesis; heterooligomeric or homooligomeric complex; peripherally associated with membranes; involved in sporulation, vacuolar protein sorting, prospore membrane formation during sporulatoin, and protein-Golgi retention; homologous to human CHAC and COH1 which are involved in chorea acanthocytosis and Cohen syndrome, respectively"	1	0.2	0.2
YBR275C	RIF1	SGDID:S000000479, Chr II from 757106-751356, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein that binds to the Rap1p C-terminus; acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; contributes to resection of DNA double strand breaks (DSBs); deletion results in telomere elongation"	1	0.4	0.4
YBR275C	RIF1	SGDID:S000000479, Chr II from 757106-751356, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein that binds to the Rap1p C-terminus; acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; contributes to resection of DNA double strand breaks (DSBs); deletion results in telomere elongation"	1	0.4	0.4
YBR275C	RIF1	SGDID:S000000479, Chr II from 757106-751356, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein that binds to the Rap1p C-terminus; acts synergistically with Rif2p to help control telomere length and establish telomeric silencing; contributes to resection of DNA double strand breaks (DSBs); deletion results in telomere elongation"	1	0.4	0.4
YKR001C	VPS1	SGDID:S000001709, Chr XI from 442722-440608, Genome Release 64-2-1, reverse complement, Verified ORF, "Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, endocytosis, late Golgi-retention of some proteins, regulation of peroxisome biogenesis"	1	0.2	0.2
YKR001C	VPS1	SGDID:S000001709, Chr XI from 442722-440608, Genome Release 64-2-1, reverse complement, Verified ORF, "Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, endocytosis, late Golgi-retention of some proteins, regulation of peroxisome biogenesis"	1	0.2	0.2
YKR001C	VPS1	SGDID:S000001709, Chr XI from 442722-440608, Genome Release 64-2-1, reverse complement, Verified ORF, "Dynamin-like GTPase required for vacuolar sorting; also involved in actin cytoskeleton organization, endocytosis, late Golgi-retention of some proteins, regulation of peroxisome biogenesis"	1	0.2	0.2
YCL037C	SRO9	SGDID:S000000542, Chr III from 58678-57374, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic RNA-binding protein; shuttles between nucleus and cytoplasm and is exported from the nucleus in an mRNA export-dependent manner; associates with translating ribosomes; involved in heme regulation of Hap1p as a component of the HMC complex, also involved in the organization of actin filaments; contains a La motif; SRO9 has a paralog, SLF1, that arose from the whole genome duplication"	1	0.2	0.2
YCL037C	SRO9	SGDID:S000000542, Chr III from 58678-57374, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic RNA-binding protein; shuttles between nucleus and cytoplasm and is exported from the nucleus in an mRNA export-dependent manner; associates with translating ribosomes; involved in heme regulation of Hap1p as a component of the HMC complex, also involved in the organization of actin filaments; contains a La motif; SRO9 has a paralog, SLF1, that arose from the whole genome duplication"	1	0.2	0.2
YCL037C	SRO9	SGDID:S000000542, Chr III from 58678-57374, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic RNA-binding protein; shuttles between nucleus and cytoplasm and is exported from the nucleus in an mRNA export-dependent manner; associates with translating ribosomes; involved in heme regulation of Hap1p as a component of the HMC complex, also involved in the organization of actin filaments; contains a La motif; SRO9 has a paralog, SLF1, that arose from the whole genome duplication"	1	0.2	0.2
YGR103W	NOP7	SGDID:S000003335, Chr VII from 695417-697234, Genome Release 64-2-1, Verified ORF, "Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub>0</sub> and the initiation of cell proliferation"	2	0.4	0.4
YGR103W	NOP7	SGDID:S000003335, Chr VII from 695417-697234, Genome Release 64-2-1, Verified ORF, "Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub>0</sub> and the initiation of cell proliferation"	2	0.4	0.4
YGR103W	NOP7	SGDID:S000003335, Chr VII from 695417-697234, Genome Release 64-2-1, Verified ORF, "Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub>0</sub> and the initiation of cell proliferation"	2	0.4	0.4
YJL080C	SCP160	SGDID:S000003616, Chr X from 289226-285558, Genome Release 64-2-1, reverse complement, Verified ORF, "Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER, interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains, similar to vertebrate vigilins"	2	0.4	0.4
YJL080C	SCP160	SGDID:S000003616, Chr X from 289226-285558, Genome Release 64-2-1, reverse complement, Verified ORF, "Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER, interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains, similar to vertebrate vigilins"	2	0.4	0.4
YJL080C	SCP160	SGDID:S000003616, Chr X from 289226-285558, Genome Release 64-2-1, reverse complement, Verified ORF, "Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER, interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains, similar to vertebrate vigilins"	2	0.4	0.4
YJL014W	CCT3	SGDID:S000003551, Chr X from 407558-409162, Genome Release 64-2-1, Verified ORF, "Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo; capable of binding Q/N rich proteins and mediating their folding"	1	0.2	0.2
YJL014W	CCT3	SGDID:S000003551, Chr X from 407558-409162, Genome Release 64-2-1, Verified ORF, "Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo; capable of binding Q/N rich proteins and mediating their folding"	1	0.2	0.2
YJL014W	CCT3	SGDID:S000003551, Chr X from 407558-409162, Genome Release 64-2-1, Verified ORF, "Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo; capable of binding Q/N rich proteins and mediating their folding"	1	0.2	0.2
YJL008C	CCT8	SGDID:S000003545, Chr X from 421663-419957, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"	2	0.4	0.4
YJL008C	CCT8	SGDID:S000003545, Chr X from 421663-419957, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"	2	0.4	0.4
YJL008C	CCT8	SGDID:S000003545, Chr X from 421663-419957, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"	2	0.4	0.4
YGR202C	PCT1	SGDID:S000003434, Chr VII from 904748-903474, Genome Release 64-2-1, reverse complement, Verified ORF, "Cholinephosphate cytidylyltransferase; a rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding; contains an element within the regulatory domain involved in both silencing and activation of enzymatic activity"	1	0.2	0.2
YGR202C	PCT1	SGDID:S000003434, Chr VII from 904748-903474, Genome Release 64-2-1, reverse complement, Verified ORF, "Cholinephosphate cytidylyltransferase; a rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding; contains an element within the regulatory domain involved in both silencing and activation of enzymatic activity"	1	0.2	0.2
YGR202C	PCT1	SGDID:S000003434, Chr VII from 904748-903474, Genome Release 64-2-1, reverse complement, Verified ORF, "Cholinephosphate cytidylyltransferase; a rate-determining enzyme of the CDP-choline pathway for phosphatidylcholine synthesis, inhibited by Sec14p, activated upon lipid-binding; contains an element within the regulatory domain involved in both silencing and activation of enzymatic activity"	1	0.2	0.2
YML012W	ERV25	SGDID:S000004473, Chr XIII from 246116-246751, Genome Release 64-2-1, Verified ORF, "Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1, Erp2p, and Emp24,"	2	0.6	0.6
YML012W	ERV25	SGDID:S000004473, Chr XIII from 246116-246751, Genome Release 64-2-1, Verified ORF, "Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1, Erp2p, and Emp24,"	2	0.6	0.6
YML012W	ERV25	SGDID:S000004473, Chr XIII from 246116-246751, Genome Release 64-2-1, Verified ORF, "Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1, Erp2p, and Emp24,"	2	0.6	0.6
YJL109C	UTP10	SGDID:S000003645, Chr X from 217309-212000, Genome Release 64-2-1, reverse complement, Verified ORF, "Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance"	1	0.2	0.2
YJL109C	UTP10	SGDID:S000003645, Chr X from 217309-212000, Genome Release 64-2-1, reverse complement, Verified ORF, "Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance"	1	0.2	0.2
YJL109C	UTP10	SGDID:S000003645, Chr X from 217309-212000, Genome Release 64-2-1, reverse complement, Verified ORF, "Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance"	1	0.2	0.2
YJR105W	ADO1	SGDID:S000003866, Chr X from 623581-624603, Genome Release 64-2-1, Verified ORF, "Adenosine kinase; required for the utilization of S-adenosylmethionine (AdoMet); may be involved in recycling adenosine produced through the methyl cycle"	1	0.4	0.4
YJR105W	ADO1	SGDID:S000003866, Chr X from 623581-624603, Genome Release 64-2-1, Verified ORF, "Adenosine kinase; required for the utilization of S-adenosylmethionine (AdoMet); may be involved in recycling adenosine produced through the methyl cycle"	1	0.4	0.4
YJR105W	ADO1	SGDID:S000003866, Chr X from 623581-624603, Genome Release 64-2-1, Verified ORF, "Adenosine kinase; required for the utilization of S-adenosylmethionine (AdoMet); may be involved in recycling adenosine produced through the methyl cycle"	1	0.4	0.4
YKL104C	GFA1	SGDID:S000001587, Chr XI from 245373-243220, Genome Release 64-2-1, reverse complement, Verified ORF, "Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region, comprising ORFs YMR084W-YMR085W, that arose from the whole genome duplication"	2	0.4	0.4
YKL104C	GFA1	SGDID:S000001587, Chr XI from 245373-243220, Genome Release 64-2-1, reverse complement, Verified ORF, "Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region, comprising ORFs YMR084W-YMR085W, that arose from the whole genome duplication"	2	0.4	0.4
YKL104C	GFA1	SGDID:S000001587, Chr XI from 245373-243220, Genome Release 64-2-1, reverse complement, Verified ORF, "Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region, comprising ORFs YMR084W-YMR085W, that arose from the whole genome duplication"	2	0.4	0.4
YNL287W	SEC21	SGDID:S000005231, Chr XIV from 91994-94801, Genome Release 64-2-1, Verified ORF, "Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo"	2	0.6	0.6
YNL287W	SEC21	SGDID:S000005231, Chr XIV from 91994-94801, Genome Release 64-2-1, Verified ORF, "Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo"	2	0.6	0.6
YNL287W	SEC21	SGDID:S000005231, Chr XIV from 91994-94801, Genome Release 64-2-1, Verified ORF, "Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo"	2	0.6	0.6
YOR332W	VMA4	SGDID:S000005859, Chr XV from 943656-944357, Genome Release 64-2-1, Verified ORF, "Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase); V-ATPase is an electrogenic proton pump found throughout the endomembrane system; V1 domain has eight subunits; required for the V1 domain to assemble onto the vacuolar membrane; protein abundance increases in response to DNA replication stress"	1	0.2	0.2
YOR332W	VMA4	SGDID:S000005859, Chr XV from 943656-944357, Genome Release 64-2-1, Verified ORF, "Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase); V-ATPase is an electrogenic proton pump found throughout the endomembrane system; V1 domain has eight subunits; required for the V1 domain to assemble onto the vacuolar membrane; protein abundance increases in response to DNA replication stress"	1	0.2	0.2
YOR332W	VMA4	SGDID:S000005859, Chr XV from 943656-944357, Genome Release 64-2-1, Verified ORF, "Subunit E of the V1 domain of the vacuolar H+-ATPase (V-ATPase); V-ATPase is an electrogenic proton pump found throughout the endomembrane system; V1 domain has eight subunits; required for the V1 domain to assemble onto the vacuolar membrane; protein abundance increases in response to DNA replication stress"	1	0.2	0.2
YJR109C	CPA2	SGDID:S000003870, Chr X from 632941-629585, Genome Release 64-2-1, reverse complement, Verified ORF, "Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor"	1	0.4	0.4
YJR109C	CPA2	SGDID:S000003870, Chr X from 632941-629585, Genome Release 64-2-1, reverse complement, Verified ORF, "Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor"	1	0.4	0.4
YJR109C	CPA2	SGDID:S000003870, Chr X from 632941-629585, Genome Release 64-2-1, reverse complement, Verified ORF, "Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor"	1	0.4	0.4
YOR020C	HSP10	SGDID:S000005546, Chr XV from 370844-370524, Genome Release 64-2-1, reverse complement, Verified ORF, "Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES"	1	0.2	0.2
YOR020C	HSP10	SGDID:S000005546, Chr XV from 370844-370524, Genome Release 64-2-1, reverse complement, Verified ORF, "Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES"	1	0.2	0.2
YOR020C	HSP10	SGDID:S000005546, Chr XV from 370844-370524, Genome Release 64-2-1, reverse complement, Verified ORF, "Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES"	1	0.2	0.2
